key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
space,37.3365,-0.059259247,-0.225925937,0,0,0,0,0,0,0,1,1,instructions,"INSTRUCTIONS
At the start of each trial, look at the plus sign  (+) in the center of the screen.  This tells you that a trial is about to begin and where to look. Second, the plus sign will disappear and a string of letters will appear. Your task is to determine if the string of letters is a word or not. If the item is a word press the M key (on keyboard)  or touch the word button (phone/tablet).  If the item is not a word,  press the  Z key (on keyboard)  or touch the nonword button (on phone/tablet). 
Press the space bar or touch  continue.",0,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.098148136,-0.413888959,1,0,0,0,1,1,1,1,2,instructions,"If your device has a keyboard, press the 'Z' key for nonwords and the 'M' key for words.





Press the space bar or touch the button below to continue.",0,keyboard-example.gif,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,instr_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.098148136,-0.413888959,1,0,0,0,2,2,2,1,3,instructions,"If you are using a touchscreen only device, use the buttons on the screen. Do not use the mouse.





Press the space bar or touch the button below to continue.",0,touchscreen-example.gif,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,instr_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,20.3527,-0.694444442,-0.089814824,0,0,0,0,3,3,3,1,4,instructions,"It is very important that you respond as quickly and accurately as possible, as each letter string will only be on the screen for two seconds. If you do not respond within this time, the message 'Too slow!' will be displayed and the experiment will progress to the next letter string. The first 20 trials will be practice trials and you will receive feedback on your answers. 

Press the space bar or touch the button below to start the practice trials.",0,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,z,0,2.26,,,,,,,,2.26,0,0,0,0,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,z,1,1.3674,,,,,,,,1.3674,1,0,1,1,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,m,1,0.7473,,,,,,,,0.7473,1,0,2,2,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,z,1,0.9643,,,,,,,,0.9643,1,0,3,3,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,m,1,0.7981,,,,,,,,0.7981,1,0,4,4,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,z,1,1.3219,,,,,,,,1.3219,1,0,5,5,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,z,1,1.3997,,,,,,,,1.3997,1,0,6,6,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,m,1,0.7546,,,,,,,,0.7546,1,0,7,7,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,m,1,0.9178,,,,,,,,0.9178,1,0,8,8,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,z,1,1.035,,,,,,,,1.035,1,0,9,9,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,z,1,1.0865,,,,,,,,1.0865,1,0,10,10,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,m,1,0.7161,,,,,,,,0.7161,1,0,11,11,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,m,1,0.8093,,,,,,,,0.8093,1,0,12,12,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,z,1,0.8387,,,,,,,,0.8387,1,0,13,13,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,m,1,0.9382,,,,,,,,0.9382,1,0,14,14,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,z,1,1.1939,,,,,,,,1.1939,1,0,15,15,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,92.8498,-0.710185168,-0.028703712,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
